latitude,longitude,altitude,geometry,@id,amenity,emergency,healthcare,name,toilets:wheelchair,wheelchair,operator,ele,addr:city,addr:housenumber,addr:postcode,addr:street,fax,operator:type,phone,website,url,wikidata,name:it,opening_hours,operator:wikidata,description,addr:country,name:en,construction,addr:housename,note,source,access,addr:province,ref:anncsu,email,healthcare:speciality,entrance,healthcare_1,addr:place,alt_name,helipad,internet_access,addr:village,contact:phone,image,nohousenumber,addr:unit,operator:wikipedia,official_name
41.7855399,12.6717269,,Point,node/4258828508,hospital,,,Croce Rossa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.4399926,9.7656823,,Point,node/4313374935,hospital,,,Guardia medica,,,,,,,,,,,+39 078491367,,,,,,,,,,,,Servizio a pagamento anche per i residenti. Visita ambulatoriale €16 Visita domiciliare €30 ,,,,,,,,,,,,,,,,,,,
41.6740971,13.4275585,,Point,node/4318561082,hospital,,,La Città Bianca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2490072,16.6997932,,Point,node/4341097299,hospital,yes,,Guardia Medica,,,,,Scanzano Jonico,,75020,Corso Alcide De Gasperi,,,+39 0835 953003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.6277677,13.2865189,,Point,node/4364996902,hospital,yes,hospital,Ospedale Grifoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.6256236,13.2929307,,Point,node/4365030552,hospital,,,"Centro di emergenza sanitaria ""campo sportivo A. Sbardella” """,,,Protezione civile,,,,,Strada Statale 260 Picente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.3007499,8.4955406,,Point,node/4366635210,hospital,yes,,"Pronto Soccorso Ospedale ""A.G. Mastino""",,,,,Bosa,,08013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.8021119,12.4479814,,Point,node/4370802641,hospital,,hospital,Istituti Fisioterapici Ospedalieri,,,,,Roma,53,00144,Via Elio Chianesi,,,,,,,,Mo-Su 06:15-21:00,,,,,,,,,,,,,,,,,,,,,,,,,,
41.1835536,16.6804357,,Point,node/4404469764,hospital,,hospital,Pronto Soccorso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.8781305,14.2948523,,Point,node/4445282819,hospital,,,Farmacia - Ambulatorio Medico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0502748,10.0584303,,Point,node/4463224991,hospital,,hospital,Distretto Avenza ASL Nord-Ovest,,,,,Carrara,28,54033,Via Giovan Pietro,,,,,,,Distretto Avenza ASL Nord-Ovest,,,,IT,,,,,,,Massa-Carrara,2680,,,,,,,,,,,,,,,
42.0371774,12.6338272,,Point,node/4482522397,hospital,,,Casa Di Cura Villa Tiberia,,,,,,,,Via Emilio Praga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.890436,12.2872142,,Point,node/4509379816,hospital,,hospital,"Ospedale ""Sacra Famiglia""",,,ASL Romagna,,Novafeltria,174,47863,Via 24 maggio,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.334083,11.1870302,,Point,node/4524302246,hospital,,,Corpo Nazionale Soccorso Alpino e Speleologico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.3299711,11.4079657,,Point,node/4524880727,hospital,,,Pubblica Assistenza Monterenzio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.3170377,11.2554085,,Point,node/4530729518,hospital,,,Pubblica Assistenza Vado,,,,,,38/B,40036,Via Val di Setta,,,+39 0516779812,http://www.pavado.it,,,,,,,,,,,,,,,,info@pavado.it,,,,,,,,,,,,,,
40.4739042,17.2452949,,Point,node/4604739817,hospital,no,,Azienda Sanitaria Locale TA/1,,yes,Azienda Sanitaria Locale,,Taranto,2,74123,Via Vincenzo Pupino,,government,+39 099 4585078,https://www.sanita.puglia.it/web/asl-taranto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8113399,10.6666763,,Point,node/4609557730,hospital,,,Veterinaio Zoofollia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.6758691,13.5768035,,Point,node/4681910367,hospital,,,Casa Di Cura Santa Maria Teresa,,,,,,23,,Via Nazionale,,,+39 0776 80291,casadicurasteresa.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.8325766,17.3566113,,Point,node/4693376130,hospital,yes,,Pronto Soccorso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.8521929,17.1183106,,Point,node/4701735390,hospital,,hospital,Ospedale Santa Maria Degli Angeli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.1561822,11.7950109,,Point,node/4774382536,hospital,,hospital,CRA Madonna del Cantone,,,,,Modigliana,25,,Via Nicolò Ronconi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.1578328,11.7893927,,Point,node/4774384504,hospital,,hospital,Casa di Riposo Quisisana,,,,,Modigliana,25,,Via del Seminario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.156335,11.7954152,,Point,node/4774385560,hospital,,hospital,Casa della Salute Modigliana,,,,,Modigliana,31,,Via Canaletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.3937002,11.3446056,,Point,node/4781382048,hospital,,hospital,Pubblica Assistenza Pianoro,,,,,Pianoro,15,,Via del Lavoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.8581846,12.6303302,,Point,node/4839842653,hospital,yes,,Pronto Soccorso Policlinico Tor Vergata,,,,,Roma,81,,Viale Oxford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8011357,11.2485654,,Point,node/4843432276,hospital,,hospital,Centro traumatologico ortopedico - CTO,,,,,Firenze,1,50139,Largo Palagi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8108032,11.2528217,,Point,node/4843432277,hospital,,hospital,Ospedale pedriatrico Meyer,,,,,Firenze,24,50139,Viale Gaetano Pieraccini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.3863113,17.2437108,,Point,node/4848159970,hospital,,hospital,Ambulance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.7497699,14.0130908,,Point,node/4927419576,hospital,,hospital,Ospedale Civile Gaetanina Scotto,,,ASL Napoli 2 Nord,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9329767,13.4091215,,Point,node/4986730487,hospital,,,Istituto Neurotraumatologico Italiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neurotraumatology,,,,,,,,,,,,,
43.3600798,11.3128226,,Point,node/4999280621,hospital,no,hospital,Rugani Hospital,,,,,,,,Via Chiantigiana,,,+39 0577 578311,,,,,,,,,,,,,,,,,,radiology,,,,,,,,,,,,,
43.9178438,10.903596,,Point,node/5043059175,hospital,yes,hospital,Pronto Soccorso Ospedale San Jacopo,,,,,Pistoia,120,51100,Via Ciliegiole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0563972,10.7883885,,Point,node/5043072468,hospital,yes,,Punto di primo soccorso di San Marcello,,,,,San Marcello Pistoiese,76,51028,Via Massimo D'Azeglio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.1662514,11.7712927,,Point,node/5061901315,hospital,no,,Consultorio Antares,,,,,Torrita di Siena,4,53049,Via Ottavio Maestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.4595815,17.2502117,,Point,node/5132434504,hospital,no,,Servizi d'igiene e sanità pubblica,,yes,ASL Taranto,,Taranto,104,74121,Viale Virgilio,,,+39 099 7786458,https://www.sanita.puglia.it/documents/36057/9494022/RINNOVO+patenti+A-B.pdf/594e1077-dee0-41fd-9414-0a08fa845035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0641104,17.1172608,,Point,node/5161544195,hospital,no,hospital,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.1390101,9.5230498,,Point,node/5188600583,hospital,,hospital,Dott.ssa Andreina Mureddu,,,,,Villasimius,36,09049,Via Giuseppe Mazzini,,,,,,,,,,Medico di famiglia,,,,,Medico di famiglia,,,,,,general,,,,,,,,,,,,,
43.4643888,11.8787911,,Point,node/5189158708,hospital,yes,,Arciconfraternita della Misercordia di Arezzo,,yes,,,Arezzo,143,52100,Via Giuseppe Garibaldi,+39057521484,,+39057524242,www.misericordiaarezzo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.6327146,15.9194714,,Point,node/5207169978,hospital,yes,hospital,Pronto Soccordo Ospedale San Camillo De Lellis,,,,,Manfredonia,,71043,Via Isonzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.5135377,15.3310829,,Point,node/5207175034,hospital,yes,hospital,Pronto Soccorso Ospedale Francesco Lastaria,,,,,Lucera,,,Viale Francesco Lastrasia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.1175263,16.7808797,,Point,node/5207216511,hospital,yes,hospital,Pronto Soccorso Ospedale San Paolo,,,,,Bari,,,Strada Capo Scardicchio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0760728,16.8630311,,Point,node/5209047477,hospital,yes,hospital,Pronto Soccorso Ospedale Di Venere,,,,,Bari,,,Via Ospedale di Venere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0992406,16.887796,,Point,node/5209067200,hospital,yes,hospital,Pronto Soccorso Ospedale Pediatrico Giovanni XXIII,,,,,Bari,,,Via Giovanni Amendola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0672134,16.9266477,,Point,node/5209071681,hospital,yes,hospital,"Pronto Soccorso Ospedale ""Francesca Fallacara""",,,,,Triggiano,,,Viale Aldo Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.1918528,16.5911565,,Point,node/5209083394,hospital,yes,hospital,Pronto Soccorso Ospedale Don Tonino Bello,,,,,Molfetta,,,Via Terlizzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.1466885,16.4237894,,Point,node/5209092969,hospital,yes,hospital,Pronto Soccorso Ospedale Umberto I,,,,,Corato,,,Via Ruvo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.8522195,17.1184099,,Point,node/5209102957,hospital,yes,hospital,Pronto Soccorso Ospedale S. M. Angeli,,,,,Putignano,,70017,Piazza Padre Pio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.9491684,17.2969903,,Point,node/5209111459,hospital,yes,hospital,Pronto Soccorso Ospedale San Giacomo,,,,,Monopoli,,,Via Guglielmo Oberdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.819665,16.4702325,,Point,node/5209116084,hospital,yes,hospital,Pronto Soccorso Ospedale della Murgia,,,,,Altamura,,70022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.4026908,17.6398837,,Point,node/5218707677,hospital,yes,hospital,Pronto Soccorso Presidio Ospedaliero Giannuzzi,,,,,Manduria,,74024,Via Mandonion,,,+39 099 800111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.5395131,17.5778741,,Point,node/5218732653,hospital,yes,hospital,Pronto Soccorso Ospedale Francavilla Fontana,,yes,,,Francavilla Fontana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.3143431,16.2537847,,Point,node/5218755171,hospital,yes,hospital,Pronto Soccorso Ospedale Monsignor Dimiccoli,,,,,Barletta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.2671363,16.4293603,,Point,node/5218757255,hospital,yes,hospital,Pronto Soccorso Ospedale San Nicola Pellegrino,,,,,Trani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.2295964,16.3037203,,Point,node/5218770316,hospital,yes,hospital,Pronto Soccorso Ospedale Lorenzo Bonomo,,,,,Andria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.2257805,16.0722325,,Point,node/5218797821,hospital,yes,hospital,"Pronto Soccorso Ospedale ""Caduti in Guerra""",,,,,Canosa di Puglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9322074,13.0862927,,Point,node/5220316843,hospital,yes,hospital,"Pronto Soccorso Ospedale ""Arnaldo Angelucci""",,,,,Subiaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.2989468,13.2321477,,Point,node/5220323072,hospital,yes,hospital,"Pronto Soccorso Ospedale ""Alfredo Fiorini""",,,,,Terracina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9181286,12.4206845,,Point,node/5220418538,hospital,yes,hospital,"Pronto Soccorso Ospedale ""Cristo Re""",,,,,Roma,25,00167,Via delle Calasanziane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.6384261,13.3261536,,Point,node/5220458168,hospital,yes,hospital,Pronto Soccorso Ospedale Spaziani,,,,,Frosinone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.7291983,12.2992769,,Point,node/5220461914,hospital,yes,hospital,"Pronto Soccorso Ospadale ""Giovanni Battista Grassi""",,,,,Roma,28,00122,Via Giancarlo Passeroni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.7281693,13.0040687,,Point,node/5220467459,hospital,,hospital,"Pronto Soccorso Ospedale ""Leopoldo Parodi Delfino""",,,,,Colleferro,,00034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.7459289,11.8648716,,Point,node/5220500591,hospital,yes,hospital,"Pronto Soccorso Ospedale ""Santa Maria della Scala""",,,,,Acquapendente,,01021,Via Cantorrivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.4607863,12.6365331,,Point,node/5222044331,hospital,yes,hospital,Pronto Soccorso Ospedali Riuniti di Anzio e Nettuno,,,,,Anzio,,00042,Via Cupa dei Marmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.6874536,12.7813834,,Point,node/5222054819,hospital,yes,hospital,"Pronto Soccorso Ospedale Civile ""Paolo Colombo""",,,,,Velletri,,00049,Via Orti Ginnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.737609,13.3344057,,Point,node/5222094765,hospital,yes,hospital,"Pronto Soccorso Ospedale ""San Benedetto""",,,,,Alatri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.4223755,12.9067663,,Point,node/5222098564,hospital,yes,hospital,"Pronto Soccorso Ospedale ""Camillo de Lellis""",,,,,Rieti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.8907915,12.4769458,,Point,node/5222142783,hospital,yes,hospital,"Pronto Soccorso Ospedale ""San Giovanni Calibita""",,yes,,,Roma,,00186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9603697,12.802126,,Point,node/5222162715,hospital,yes,hospital,"Pronto Soccorso Ospedale ""San Giovanni Evangelista""",,,,,Tivoli,,00019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.3086201,16.2530274,,Point,node/5222205762,hospital,,hospital,Biocontrol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.8089998,12.6756557,,Point,node/5222217897,hospital,,hospital,"Pronto Soccorso Ospedale ""San Sebastiano""",,,,,Frascati,,00044,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
41.4618111,12.9090106,,Point,node/5222250823,hospital,yes,hospital,"Pronto Soccorso Ospedale ""Santa Maria Goretti""",,,,,Latina,,04100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0504488,12.6210631,,Point,node/5222275839,hospital,yes,hospital,Pronto Soccorso Ospedale,,,,,Monterotondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9006565,12.4625854,,Point,node/5222287585,hospital,yes,hospital,"Pronto Soccorso Ospedale ""Santo Spirito in Sassia""",,,,,Roma,,,Lungotevere in Sassia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.1632608,10.9703029,,Point,node/5235383244,hospital,yes,hospital,Pronto Soccorso Ospedale Costa,,,,,Porretta Terme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.2816012,11.1084941,,Point,node/5235415923,hospital,yes,hospital,Pronto Soccorso Ospedale Vergato,,,,,Vergato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.342368,11.3307189,,Point,node/5241689341,hospital,yes,hospital,"Pronto Soccorso Policlinico ""Santa Maria alle Scotte""",,,,,Siena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.7215308,10.9350125,,Point,node/5241706926,hospital,yes,hospital,"Pronto Soccorso Ospedale ""San Giuseppe""",,,,,Empoli,,50053,Viale Giovanni Boccaccio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.5806732,9.0012982,,Point,node/5241773442,hospital,yes,hospital,"Pronto Soccorso Ospedale ""Antonio Segni""",,,,,Ozieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.8968583,9.1027289,,Point,node/5241780481,hospital,yes,hospital,"Pronto Soccorso Ospedale ""Paolo Dettori""",,,,,Tempio Pausania,,07029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.2174253,9.4070346,,Point,node/5241787111,hospital,yes,hospital,"Pronto Soccorso Ospedale ""Paolo Merlo""",,,,,La Maddalena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.3244306,9.3158377,,Point,node/5241802772,hospital,yes,hospital,"Pronto Soccorso Ospedale ""San Francesco""",,,,,Nuoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.021342,9.0993522,,Point,node/5241807735,hospital,yes,hospital,"Pronto Soccorso Ospedale ""San Camillo""",,,,,Sorgono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8773179,9.5487503,,Point,node/5241825934,hospital,yes,hospital,,,,"Pronto Soccorso Ospedale ""Nostra Signora della Mercede""",,Lanusei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8985053,8.5845613,,Point,node/5244721499,hospital,yes,hospital,"Pronto Soccorso Ospedale ""San Martino""",,,,,Oristano,1a,09170,Viale Fondazione Rockefeller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1206415,8.8349166,,Point,node/5244739904,hospital,yes,hospital,"Pronto Soccorso Ospedale ""G.P. Delogu""",,,,,Ilartzi/Ghilarza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5577695,8.7938478,,Point,node/5244748721,hospital,yes,hospital,"Pronto Soccorso Ospedale ""Nostra Signora di Bonaria""",,,,,San Gavino Monreale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.1849387,8.5073124,,Point,node/5244752939,hospital,yes,hospital,Pronto Soccorso Ospedale Sirai,,yes,,,Carbonia,,09013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.3104826,8.5243461,,Point,node/5244767321,hospital,yes,hospital,Pronto Soccorso Ospedale C.T.O,,,,,Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.213699,9.1745657,,Point,node/5244774601,hospital,yes,hospital,Pronto Soccorso Ospedale Marino,yes,yes,,,Cagliari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7425102,9.1095079,,Point,node/5244784884,hospital,yes,hospital,"Pronto Soccorso Ospedale ""San Giuseppe""",,,,,Isili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.420791,9.5697872,,Point,node/5244787938,hospital,yes,hospital,"Pronto Soccorso Ospedale ""San Marcellino""",,,,,Muravera,,09043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.2487857,9.1076515,,Point,node/5244797274,hospital,yes,hospital,Pronto Soccorso,,,,,Cagliari,,09121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.2717348,9.126378,,Point,node/5244810613,hospital,yes,hospital,Pronto Soccorso,,,,,Monserrato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8911145,11.0636741,,Point,node/5252839569,hospital,yes,hospital,"Pronto Soccorso Ospedale ""Santo Stefano""",,,,,Prato,,59100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0862114,14.3352137,,Point,node/5254646845,hospital,yes,hospital,"Pronto Soccorso Ospedale ""Sant'Anna e San Sebastiano""",,,,,Caserta,,81100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.111766,9.8308496,,Point,node/5254658095,hospital,yes,hospital,Pronto Soccorso di La Spezia,,,,,La Spezia,1,19121,Via Mario Asso,,,,,,,,,,,,,,,,,,,,,general,,,,,,,,,,,,,
44.1213695,9.9497734,,Point,node/5254672732,hospital,yes,hospital,"Pronto Soccorso Ospedale ""San Bartolomeo""",,,,,Sarzana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8100565,11.252419,,Point,node/5254686629,hospital,yes,hospital,Pronto Soccorso Ospedale Meyer,,,,,Firenze,,50139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0200117,10.0993508,,Point,node/5327601089,hospital,yes,,Pronto Soccorso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.8662194,12.5407757,,Point,node/5372896622,hospital,,hospital,NCL,,,,,,,,,,,,http://www.nclroma.it,,,,,,,,Neurological Center of Latium,,,,,,,,,,,,,,,,,,,,,,
44.0116067,10.0990744,,Point,node/5390436739,hospital,,hospital,ASL n. 1,,,ASL,,,40,,Viale delle Pinete,,,,,,,,,Q3631467,,,,,,,,,,,sportelliapuane@uslnordovest.toscana.it,,,,,,,,,,,,,,
41.6893657,15.3837803,,Point,node/5393867911,hospital,,hospital,Ortopedia D'Avena,,,,,,,,,,,,,,,,,,Titolare Cristina D'Avena,,,,,,,,,,,,,,,,,,,,,,,,
41.6904206,15.3865688,,Point,node/5393868658,hospital,,hospital,Pronto Soccorso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9086684,12.5124122,,Point,node/5410476365,hospital,,hospital,"Casa di Cura ""San Domenico""",,,,,,5,,Piazza Sassari,,,,sandomeniconline.it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.009464,16.728881,,Point,node/5424016554,hospital,,hospital,asl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.633647,15.787191,,Point,node/5425203566,hospital,no,hospital,Polo Sanitario 'Madre Teresa di Calcutta',,,ASP,,Potenza,100,85100,Via del Gallitello,,,+39 0971 310111,,,,,,,,,,,,,,,,,http://www.aspbasilicata.it/servizi/potenza-polo-sanitario-madre-teresa-di-calcutta,,,,,,,,,,,,,,
39.8974668,8.5849558,,Point,node/5440288696,hospital,,,Reparto Medicina,,,,,Oristano,1a,09170,Viale Fondazione Rockefeller,,,,,,,,,,,,,,,,,,,,,internal,,,,,,,,,,,,,
39.8984587,8.5849471,,Point,node/5440288698,hospital,,laboratory,Reparto Radiologia,,,,,Oristano,1a,09170,Viale Fondazione Rockefeller,,,,,,,,,,,,,,,,,,,,,diagnostic_radiology,,,,,,,,,,,,,
40.3959842,15.5968447,,Point,node/5491959212,hospital,,hospital,Clinica Veterinaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.3105477,10.5358947,,Point,node/5503511169,hospital,,hospital,Centro Medico Salus,,,Salus Toscana,,Cecina,5,57023,Via Palmiro Togliatti,,,+39 0586 630142,,,,,,,,,,,,,,,,,info@salustoscana.com,cardiology;general;orthopaedics;ophthalmology;gynaecology;otolaryngology;dermatology;psychiatry;urology;radiology;osteopathy;neurology;acupuncture;orthodontics;naturopathy;plastic_surgery;surgery,,,,,,,,,,,,,
39.6982346,9.5779443,,Point,node/5514317697,hospital,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.672162,12.4962357,,Point,node/5611897722,hospital,,hospital,Casa di cura Sant'Anna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.2120748,11.760594,,Point,node/5651743060,hospital,,hospital,Misericordia di Sinalunga,,,,,Sinalunga,115,,Via Voltella,,,+39 0577 630367,http://www.misericordiasinalunga.it/it/index.html,,,,,,,,,,,,,,,,misericordia@misericordiasinalunga.it,,,,,,,,,,,,,,
40.0696881,15.6178171,,Point,node/5696293839,hospital,yes,hospital,Presidio Ospedaliero dell'Immacolata,,,,,Sapri,,84073,,,,,,,,,,,,,,,,,,,,,,general,,,,,,,,,,,,,
40.477916,15.1157929,,Point,node/5782129308,hospital,,hospital,Guardia Medica di Albanella,,,,,Albanella,116,84044,Via Roma,,,,,,,,,,Punto importante donde puede pedir consejo médico,,,,,,,,,,,general,,,,,,,,,,,,,
41.4698976,15.5394218,,Point,node/5784845069,hospital,,hospital,Dipartimento Dipendenze Patologiche,,,ASL,,Foggia,54,71121,Via San Severo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.2997672,15.0848307,,Point,node/5806315677,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.1739154,16.3152956,,Point,node/5830601009,hospital,,hospital,Ospedale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.8637689,12.5850644,,Point,node/5922649665,hospital,,hospital,Casa di riposo Bruno Buozzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8631365,11.0826407,,Point,node/6183525079,hospital,no,,Studi medici di famiglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8629589,11.0824507,,Point,node/6183525080,hospital,,,Studi medici Pediatri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9017366,12.4396529,,Point,node/6221919884,hospital,,hospital,AISPS Roma - Centro di Sessuologia,,,,,Roma,330,00167,Via Baldo degli Ubaldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.4639342,8.7465259,,Point,node/6256392520,hospital,,hospital,AVIS,,,,,Villacidro,,09039,Via Guido Rossa,,,,,,,,,,,,,,,,,,,,,,,blood_donation,,,,,,,,,,,
39.4639988,8.7465555,,Point,node/6256434350,hospital,,hospital,ADMO,,,,,Villacidro,,09039,Via Guido Rossa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8201532,11.1428583,,Point,node/6276261814,hospital,no,hospital,Azienda USL Toscana centro - distretto Campi Bisenzio,,,,,Campi Bisenzio,1,50013,Via Gioacchino Rossini,,,+39 055 693 0880,https://www.uslcentro.toscana.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8005862,11.2497385,,Point,node/6533530319,hospital,no,hospital,Unità spinale,,,,,,1,,Largo Palagi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
